Id,NumPedido,FecEntrega,ImporteNeto,CodProducto,Detalle,Producto,ProdDesc,Fecha,ModalidadPago,ClientePreferente,TiempoAtencion
1,24699479,02/07/2013,43.46,6901104,Venta,6901104,NU.EXPERTA PRE MEZCLA BIZCOCHUELO 10KG,01/07/2013,2,0,2
2,24699479,02/07/2013,-0.43,,Descuento,6901104,,01/07/2013,2,0,3
3,24699479,02/07/2013,58.47,6901105,Venta,6901105,NU.EXPERTA PRE MEZCLA TORTA CHOC.10KG.,01/07/2013,2,1,6
4,24699479,02/07/2013,-0.58,,Descuento,6901105,,01/07/2013,2,1,3
5,24699479,02/07/2013,89.49,17413,Venta,17413,HARINA BLANCA NIEVE EXT. PP. 50K,01/07/2013,1,1,4
6,24699479,02/07/2013,-0.89,,Descuento,17413,,01/07/2013,1,0,10
7,24699479,02/07/2013,57.75,18110,Venta,18110,HARINA BLANCA FLOR PREP.1K 12BOL,01/07/2013,1,0,2
8,24699479,02/07/2013,39.54,98081,Venta,98081,NU.HARINA PREP.ESPIGA DE ORO 1K.10BOL,01/07/2013,2,1,2
9,24699479,02/07/2013,9.07,18231,Venta,18231,HARINA FAVORITA SIN PREP.COC.180G.18BOL,01/07/2013,1,1,10
10,24699479,02/07/2013,117.48,16104,Venta,16104,FID.LAVAGGI SPAGHETTI 500GR 20BOL,01/07/2013,2,1,3
11,24699479,02/07/2013,15.78,6102,Venta,6102,MANTECA TROPICAL 12BLS 4DSP,01/07/2013,2,1,10
12,24699479,02/07/2013,118,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/07/2013,1,1,9
13,24810748,09/07/2013,27.45,4300004,Venta,4300004,FID.ALIANZA CAB.DE ANGEL 250GR 40BOL,01/07/2013,2,1,8
14,24810748,09/07/2013,146.85,16104,Venta,16104,FID.LAVAGGI SPAGHETTI 500GR 20BOL,01/07/2013,1,1,9
15,24810748,09/07/2013,57.75,18110,Venta,18110,HARINA BLANCA FLOR PREP.1K 12BOL,01/07/2013,2,0,8
16,24810748,09/07/2013,39.54,98081,Venta,98081,NU.HARINA PREP.ESPIGA DE ORO 1K.10BOL,01/07/2013,1,0,10
17,24810748,09/07/2013,20.06,18226,Venta,18226,HARINA FAVORITA SIN PREP.1K 6BOL,01/07/2013,1,0,6
18,24810748,09/07/2013,96.71,39011,Venta,39011,AZUCAR FINITA NEGRITA 1KG.5BOL,01/07/2013,2,0,2
19,24810748,09/07/2013,-0.97,,Descuento,39011,,01/07/2013,1,1,1
20,24810748,09/07/2013,9.62,18956,Venta,18956,VAINILLA NEGRITA  90ML.12BOT.12DSP,01/07/2013,1,1,2
21,24810748,09/07/2013,5.88,18951,Venta,18951,VAINILLA NEGRITA  30ML.12BOT.24DSP,01/07/2013,2,0,2
22,24810748,09/07/2013,91.43,17454,Venta,17454,HARINA BLANCA NIEVE ESP. PP. 50K,01/07/2013,1,1,6
23,24810748,09/07/2013,-0.91,,Descuento,17454,,01/07/2013,1,0,6
24,24810748,09/07/2013,100.04,3702012,Venta,3702012,NUEVA MANTECA FAMOSA COSTA 10KG 1CJA,01/07/2013,2,1,6
25,24810748,09/07/2013,-1,,Descuento,3702012,,01/07/2013,2,0,7
26,24810748,09/07/2013,15.78,6102,Venta,6102,MANTECA TROPICAL 12BLS 4DSP,01/07/2013,2,0,4
27,24810748,09/07/2013,14.71,3600001,Venta,3600001,NU. MARGA.PRIMAVERA MULTIUSO 2KG 4PQT,01/07/2013,2,0,8
28,24810748,09/07/2013,-0.15,,Descuento,3600001,,01/07/2013,1,0,9
29,24810748,09/07/2013,70.61,33644,Venta,33644,FUDGE ESPECIAL  500GR.16BOL,01/07/2013,1,1,10
30,24810748,09/07/2013,72.22,18972,Venta,18972,VAINILLA NEGRITA 1L. 1BOT,01/07/2013,2,1,5
31,24810748,09/07/2013,-0.72,,Descuento,18972,,01/07/2013,2,0,6
32,24810748,09/07/2013,40.26,14143,Venta,14143,N.FID.DON VITTORIO LING.GR.500GR 20BOL,01/07/2013,1,1,7
33,24810748,09/07/2013,118,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/07/2013,1,1,1
34,24810748,09/07/2013,23.6,98299,Venta,98299,N. GALL.VAINILLA DIA 250G. 12PQT,01/07/2013,1,1,10
35,24810748,09/07/2013,0,4508270,Venta,4508270,GALLETA VICTORIA SODA V ORIG 6PQT.36PCK,01/07/2013,1,1,10
36,24810748,09/07/2013,0,4504002,Venta,4504002,GALLETAS KRAPS 8PQT 5PCK,01/07/2013,1,1,3
37,24810748,09/07/2013,0,4508501,Venta,4508501,GALL.VICTORIA GLACITAS TOFF.32G 6PQT8PCK,01/07/2013,1,1,5
38,24810748,09/07/2013,14.02,37044,Venta,37044,N.REF.NEGRITA MARACUYA 15G.12UND.08DSP,01/07/2013,1,1,7
39,24810748,09/07/2013,14.02,37024,Venta,37024,N.REF.NEGRITA PINA 15G.12UND.08DSP,01/07/2013,2,1,10
40,24810748,09/07/2013,46.76,5101103,Venta,5101103,NU. MAZAMORRA MORADA NEGRITA 200G.24UND,01/07/2013,1,1,3
41,24810748,09/07/2013,70.04,1810,Venta,1810,ACEITE COCINERO 1LT 12BOT,01/07/2013,2,1,2
42,24810748,09/07/2013,81.48,3500018,Venta,3500018,MARGA.ESPARC.SELLO DE ORO 2KG 5PQT,01/07/2013,1,1,5
43,24810748,09/07/2013,0,4300000,Venta,4300000,FID.ALIANZA SPAGHETTI 500G 20BOL,01/07/2013,2,1,6
44,24810748,09/07/2013,0,3107046,Venta,3107046,NU. ACEITE CIL  1L . 12BOT,01/07/2013,2,0,7
45,24810748,09/07/2013,79.33,3031,Venta,3031,MAYONESA ALACENA 500CC 12BOL,01/07/2013,2,0,5
46,24810748,09/07/2013,78.15,3039,Venta,3039,MAYONESA ALACENA 1000CC 6BOL,01/07/2013,1,1,5
47,24810748,09/07/2013,34.81,3300010,Venta,3300010,CREMA HUANCAINA ALACENA 24X90G,01/07/2013,2,0,3
48,24810748,09/07/2013,15.97,3415,Venta,3415,N.SAL.ROCOTO ALACENA 100CC12BOL,01/07/2013,1,1,7
49,24810748,09/07/2013,9.94,3517,Venta,3517,KETCHUP ALACENA 100GR 12BOL,01/07/2013,2,1,8
50,24810748,09/07/2013,83.5,3300050,Venta,3300050,MAYONESA ALACENA 115CC 24BOL,01/07/2013,1,1,4
51,24810748,09/07/2013,80.52,14112,Venta,14112,N.FID.DON VITTORIO SPAG.500GR 20BOL,01/07/2013,2,0,6
52,24943108,16/07/2013,96.71,39011,Venta,39011,AZUCAR FINITA NEGRITA 1KG.5BOL,01/07/2013,1,1,4
53,24943108,16/07/2013,-0.97,,Descuento,39011,,01/07/2013,1,1,4
54,24943108,16/07/2013,79.08,98081,Venta,98081,NU.HARINA PREP.ESPIGA DE ORO 1K.10BOL,01/07/2013,1,1,2
55,24943108,16/07/2013,116.65,18110,Venta,18110,HARINA BLANCA FLOR PREP.1K 12BOL,01/07/2013,2,1,3
56,24943108,16/07/2013,18.81,1808,Venta,1808,ACEITE COCINERO 500CC 24BOT,01/07/2013,2,1,9
57,24943108,16/07/2013,20.98,1309,Venta,1309,ACEITE PRIMOR 500CC 24BOT,01/07/2013,2,1,4
58,24943108,16/07/2013,81.48,3500018,Venta,3500018,MARGA.ESPARC.SELLO DE ORO 2KG 5PQT,01/07/2013,1,0,3
59,24943108,16/07/2013,0,4300000,Venta,4300000,FID.ALIANZA SPAGHETTI 500G 20BOL,01/07/2013,2,0,2
60,24943108,16/07/2013,0,3107046,Venta,3107046,NU. ACEITE CIL  1L . 12BOT,01/07/2013,1,1,8
61,24943108,16/07/2013,100.04,3702012,Venta,3702012,NUEVA MANTECA FAMOSA COSTA 10KG 1CJA,01/07/2013,1,1,10
62,24943108,16/07/2013,-1,,Descuento,3702012,,01/07/2013,1,1,8
63,24943108,16/07/2013,59,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/07/2013,1,0,5
64,24943108,16/07/2013,0,4508013,Venta,4508013,NU.GALL.VICTORIA TENTACI.NAR.6PQT 8PCK,01/07/2013,2,0,7
65,24943108,16/07/2013,0,4508004,Venta,4508004,NU.GALL.VICTORIA CASINO CHOCO.6PQT 8PCK,01/07/2013,1,1,2
66,24943108,16/07/2013,32.82,3300015,Venta,3300015,CREMA DE AJI TARI 85GR. 24UND,01/07/2013,1,1,6
67,24943108,16/07/2013,15.97,3315,Venta,3315,N.SALSA AJI ALACENA 100CC 12BOL,01/07/2013,2,0,6
68,24943108,16/07/2013,15.97,3415,Venta,3415,N.SAL.ROCOTO ALACENA 100CC12BOL,01/07/2013,1,0,3
69,24943108,16/07/2013,41.36,3300019,Venta,3300019,MAYONESA ALACENA 10CC.240UND,01/07/2013,2,0,3
70,24943108,16/07/2013,83.5,3300050,Venta,3300050,MAYONESA ALACENA 115CC 24BOL,01/07/2013,1,0,9
71,24943108,16/07/2013,78.15,3039,Venta,3039,MAYONESA ALACENA 1000CC 6BOL,01/07/2013,2,0,1
72,24943108,16/07/2013,158.66,3031,Venta,3031,MAYONESA ALACENA 500CC 12BOL,01/07/2013,1,0,3
73,24943108,16/07/2013,96.43,17454,Venta,17454,HARINA BLANCA NIEVE ESP. PP. 50K,01/07/2013,1,0,2
74,24943108,16/07/2013,-0.96,,Descuento,17454,,01/07/2013,1,1,1
75,24943108,16/07/2013,93.53,16104,Venta,16104,FID.LAVAGGI SPAGHETTI 500GR 20BOL,01/07/2013,1,0,2
76,24943108,16/07/2013,43.46,6901104,Venta,6901104,NU.EXPERTA PRE MEZCLA BIZCOCHUELO 10KG,01/07/2013,2,1,9
77,24943108,16/07/2013,-0.43,,Descuento,6901104,,01/07/2013,2,1,8
78,25049215,23/07/2013,35.4,98299,Venta,98299,N. GALL.VAINILLA DIA 250G. 12PQT,01/07/2013,2,1,5
79,25049215,23/07/2013,59,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/07/2013,1,0,6
80,25049215,23/07/2013,0,4508270,Venta,4508270,GALLETA VICTORIA SODA V ORIG 6PQT.36PCK,01/07/2013,1,1,4
81,25049215,23/07/2013,0,4504002,Venta,4504002,GALLETAS KRAPS 8PQT 5PCK,01/07/2013,1,0,7
82,25049215,23/07/2013,0,4508501,Venta,4508501,GALL.VICTORIA GLACITAS TOFF.32G 6PQT8PCK,01/07/2013,1,1,3
83,25049215,23/07/2013,56.88,33624,Venta,33624,MANJ.BLANCO AREQUIPEÑO 900GR.10BOL,01/07/2013,2,1,8
84,25049215,23/07/2013,58.47,6901105,Venta,6901105,NU.EXPERTA PRE MEZCLA TORTA CHOC.10KG.,01/07/2013,1,0,9
85,25049215,23/07/2013,-0.58,,Descuento,6901105,,01/07/2013,2,1,1
86,25049215,23/07/2013,43.46,6901104,Venta,6901104,NU.EXPERTA PRE MEZCLA BIZCOCHUELO 10KG,01/07/2013,1,0,1
87,25049215,23/07/2013,-0.43,,Descuento,6901104,,01/07/2013,2,0,6
88,25049215,23/07/2013,96.43,17454,Venta,17454,HARINA BLANCA NIEVE ESP. PP. 50K,01/07/2013,1,1,2
89,25049215,23/07/2013,-0.96,,Descuento,17454,,01/07/2013,1,1,1
90,25049215,23/07/2013,18.81,1808,Venta,1808,ACEITE COCINERO 500CC 24BOT,01/07/2013,2,1,9
91,25049215,23/07/2013,121.99,14112,Venta,14112,N.FID.DON VITTORIO SPAG.500GR 20BOL,01/07/2013,1,1,8
92,25049215,23/07/2013,62.35,16104,Venta,16104,FID.LAVAGGI SPAGHETTI 500GR 20BOL,01/07/2013,2,0,6
93,25049215,23/07/2013,15.78,6102,Venta,6102,MANTECA TROPICAL 12BLS 4DSP,01/07/2013,2,0,1
94,25049215,23/07/2013,100.04,3702012,Venta,3702012,NUEVA MANTECA FAMOSA COSTA 10KG 1CJA,01/07/2013,1,0,3
95,25049215,23/07/2013,-1,,Descuento,3702012,,01/07/2013,2,1,2
96,25049215,23/07/2013,81.48,3500018,Venta,3500018,MARGA.ESPARC.SELLO DE ORO 2KG 5PQT,01/07/2013,1,1,1
97,25049215,23/07/2013,0,4300000,Venta,4300000,FID.ALIANZA SPAGHETTI 500G 20BOL,01/07/2013,1,1,6
98,25049215,23/07/2013,0,3107046,Venta,3107046,NU. ACEITE CIL  1L . 12BOT,01/07/2013,2,0,1
99,25049215,23/07/2013,128.95,39011,Venta,39011,AZUCAR FINITA NEGRITA 1KG.5BOL,01/07/2013,2,1,5
100,25049215,23/07/2013,-1.29,,Descuento,39011,,01/07/2013,1,1,10
101,25049215,23/07/2013,20.98,1309,Venta,1309,ACEITE PRIMOR 500CC 24BOT,01/07/2013,2,1,2
102,25049215,23/07/2013,79.08,98081,Venta,98081,NU.HARINA PREP.ESPIGA DE ORO 1K.10BOL,01/07/2013,1,0,2
103,25049215,23/07/2013,15.97,3415,Venta,3415,N.SAL.ROCOTO ALACENA 100CC12BOL,01/07/2013,2,0,6
104,25049215,23/07/2013,83.5,3300050,Venta,3300050,MAYONESA ALACENA 115CC 24BOL,01/07/2013,2,0,5
105,25049215,23/07/2013,79.33,3031,Venta,3031,MAYONESA ALACENA 500CC 12BOL,01/07/2013,1,1,10
106,25049215,23/07/2013,78.15,3039,Venta,3039,MAYONESA ALACENA 1000CC 6BOL,01/07/2013,1,0,2
107,25049215,23/07/2013,58.33,18110,Venta,18110,HARINA BLANCA FLOR PREP.1K 12BOL,01/07/2013,1,1,2
108,25049215,23/07/2013,20.06,18226,Venta,18226,HARINA FAVORITA SIN PREP.1K 6BOL,01/07/2013,1,1,10
109,25260708,06/08/2013,9.94,3517,Venta,3517,KETCHUP ALACENA 100GR 12BOL,01/08/2013,2,0,2
110,25260708,06/08/2013,41.36,3300019,Venta,3300019,MAYONESA ALACENA 10CC.240UND,01/08/2013,1,0,1
111,25260708,06/08/2013,83.5,3300050,Venta,3300050,MAYONESA ALACENA 115CC 24BOL,01/08/2013,2,1,3
112,25260708,06/08/2013,58.33,18110,Venta,18110,HARINA BLANCA FLOR PREP.1K 12BOL,01/08/2013,2,1,2
113,25260708,06/08/2013,81.33,4302040,Venta,4302040,NU.FID.DON VITTORIO SPAG.500GR 20BOL,01/08/2013,2,1,5
114,25260708,06/08/2013,23.73,98081,Venta,98081,NU.HARINA PREP.ESPIGA DE ORO 1K.10BOL,01/08/2013,1,0,9
115,25260708,06/08/2013,40.66,14143,Venta,14143,N.FID.DON VITTORIO LING.GR.500GR 20BOL,01/08/2013,2,1,5
116,25260708,06/08/2013,20.89,18231,Venta,18231,HARINA FAVORITA SIN PREP.COC.180G.18BOL,01/08/2013,2,1,7
117,25260708,06/08/2013,96.43,17454,Venta,17454,HARINA BLANCA NIEVE ESP. PP. 50K,01/08/2013,1,1,4
118,25260708,06/08/2013,-0.96,,Descuento,17454,,01/08/2013,1,1,2
119,25260708,06/08/2013,64.48,39011,Venta,39011,AZUCAR FINITA NEGRITA 1KG.5BOL,01/08/2013,1,1,10
120,25260708,06/08/2013,-0.64,,Descuento,39011,,01/08/2013,1,1,10
121,25260708,06/08/2013,36.11,18972,Venta,18972,VAINILLA NEGRITA 1L. 1BOT,01/08/2013,1,1,9
122,25260708,06/08/2013,-0.36,,Descuento,18972,,01/08/2013,1,0,4
123,25260708,06/08/2013,9.62,18956,Venta,18956,VAINILLA NEGRITA  90ML.12BOT.12DSP,01/08/2013,1,1,2
124,25260708,06/08/2013,10.17,14332,Venta,14332,N.FID.DON VITTORIO COD.RAY.250G 20BOL,01/08/2013,1,0,5
125,25260708,06/08/2013,10.17,14368,Venta,14368,N.FID.DON VITTORIO CANU.CH.250GR 20BOL,01/08/2013,2,1,3
126,25260708,06/08/2013,100.04,3702012,Venta,3702012,NUEVA MANTECA FAMOSA COSTA 10KG 1CJA,01/08/2013,1,0,2
127,25260708,06/08/2013,-1,,Descuento,3702012,,01/08/2013,2,1,1
128,25260708,06/08/2013,15.78,6102,Venta,6102,MANTECA TROPICAL 12BLS 4DSP,01/08/2013,2,0,9
129,25260708,06/08/2013,93.53,16104,Venta,16104,FID.LAVAGGI SPAGHETTI 500GR 20BOL,01/08/2013,2,1,7
130,25260708,06/08/2013,56.88,33624,Venta,33624,MANJ.BLANCO AREQUIPEÑO 900GR.10BOL,01/08/2013,2,0,2
131,25260708,06/08/2013,130.83,5301001,Venta,5301001,COBERTURA CHOCO. BITTER 600GR 16 UND,01/08/2013,2,1,6
132,25260708,06/08/2013,118,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/08/2013,1,1,8
133,25260708,06/08/2013,23.6,98299,Venta,98299,N. GALL.VAINILLA DIA 250G. 12PQT,01/08/2013,1,1,10
134,25260708,06/08/2013,0,4508004,Venta,4508004,NU.GALL.VICTORIA CASINO CHOCO.6PQT 8PCK,01/08/2013,2,1,6
135,25260708,06/08/2013,0,4508004,Venta,4508004,NU.GALL.VICTORIA CASINO CHOCO.6PQT 8PCK,01/08/2013,2,1,4
136,25260708,06/08/2013,6.1,8400037,Venta,8400037,DET.BOLIVAR PAR.JAB FLORAL 900G.15BOL,01/08/2013,2,1,9
137,25260708,06/08/2013,7.82,8600020,Venta,8600020,JAB.BOLIVAR.PER.BLA.FLORAL 250G.48BRR,01/08/2013,2,0,6
138,25260708,06/08/2013,7.01,5201224,Venta,5201224,REF.KANU NARANJA 15G.12UND.8DSP LAZ,01/08/2013,2,0,4
139,25260708,06/08/2013,46.76,5101103,Venta,5101103,NU. MAZAMORRA MORADA NEGRITA 200G.24UND,01/08/2013,2,1,9
140,25260708,06/08/2013,23.38,5101105,Venta,5101105,NU. MAZ.NEGRITA DURAZ.200G.12UND,01/08/2013,1,1,6
141,25260708,06/08/2013,14.02,5205001,Venta,5205001,REF.NEGRITA LIMONADA.15GR.12UND 8DSP,01/08/2013,2,1,5
142,25260708,06/08/2013,75.58,3101005,Venta,3101005,NU. ACEITE VEGETAL PRIMOR 1LT 12BOT,01/08/2013,1,0,4
143,25260708,06/08/2013,70.04,1810,Venta,1810,ACEITE COCINERO 1LT 12BOT,01/08/2013,1,0,9
144,25260708,06/08/2013,18.81,1808,Venta,1808,ACEITE COCINERO 500CC 24BOT,01/08/2013,2,1,4
145,25260708,06/08/2013,20.98,3101006,Venta,3101006,NU. ACEITE VEGETAL PRIMOR 500ML 24BOT,01/08/2013,1,0,3
146,25260708,06/08/2013,11.94,3500011,Venta,3500011,MARGA.ESPARC.SELLO DE ORO 45GR 24BRR,01/08/2013,1,1,3
147,25260708,06/08/2013,17.97,3500013,Venta,3500013,MARGA.ESPARC.SELLO DE ORO 90GR 20BRR,01/08/2013,1,0,10
148,25260708,06/08/2013,81.48,3500018,Venta,3500018,MARGA.ESPARC.SELLO DE ORO 2KG 5PQT,01/08/2013,1,0,9
149,25260708,06/08/2013,0,3500013,Venta,3500013,MARGA.ESPARC.SELLO DE ORO 90GR 20BRR,01/08/2013,1,1,9
150,25260708,06/08/2013,79.33,3031,Venta,3031,MAYONESA ALACENA 500CC 12BOL,01/08/2013,2,0,4
151,25260708,06/08/2013,20.87,3300051,Venta,3300051,MAYONESA ALACENA LIGHT 115CC 24BOL,01/08/2013,1,1,6
152,25260708,06/08/2013,78.15,3039,Venta,3039,MAYONESA ALACENA 1000CC 6BOL,01/08/2013,1,1,4
153,25260708,06/08/2013,15.97,3415,Venta,3415,N.SAL.ROCOTO ALACENA 100CC12BOL,01/08/2013,2,1,5
154,25373125,13/08/2013,36.11,18972,Venta,18972,VAINILLA NEGRITA 1L. 1BOT,01/08/2013,1,1,10
155,25373125,13/08/2013,-0.36,,Descuento,18972,,01/08/2013,1,1,3
156,25373125,13/08/2013,58.36,5802015,Venta,5802015,NU. CAFE CAFETAL SELECTO 220G.24BOL,01/08/2013,1,0,8
157,25373125,13/08/2013,64.48,39011,Venta,39011,AZUCAR FINITA NEGRITA 1KG.5BOL,01/08/2013,2,0,9
158,25373125,13/08/2013,-0.64,,Descuento,39011,,01/08/2013,2,0,2
159,25373125,13/08/2013,141.6,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/08/2013,2,0,8
160,25373125,13/08/2013,0,4508004,Venta,4508004,NU.GALL.VICTORIA CASINO CHOCO.6PQT 8PCK,01/08/2013,2,1,7
161,25373125,13/08/2013,0,4508004,Venta,4508004,NU.GALL.VICTORIA CASINO CHOCO.6PQT 8PCK,01/08/2013,2,1,2
162,25373125,13/08/2013,50.02,3702012,Venta,3702012,NUEVA MANTECA FAMOSA COSTA 10KG 1CJA,01/08/2013,1,0,8
163,25373125,13/08/2013,-0.5,,Descuento,3702012,,01/08/2013,1,1,9
164,25373125,13/08/2013,39.54,98081,Venta,98081,NU.HARINA PREP.ESPIGA DE ORO 1K.10BOL,01/08/2013,1,1,5
165,25373125,13/08/2013,58.33,18110,Venta,18110,HARINA BLANCA FLOR PREP.1K 12BOL,01/08/2013,2,0,8
166,25373125,13/08/2013,78.15,3039,Venta,3039,MAYONESA ALACENA 1000CC 6BOL,01/08/2013,1,1,7
167,25373125,13/08/2013,83.59,4302040,Venta,4302040,NU.FID.DON VITTORIO SPAG.500GR 20BOL,01/08/2013,1,1,6
168,25373125,13/08/2013,32.82,3300015,Venta,3300015,CREMA DE AJI TARI 85GR. 24UND,01/08/2013,2,1,10
169,25373125,13/08/2013,15.97,3415,Venta,3415,N.SAL.ROCOTO ALACENA 100CC12BOL,01/08/2013,1,1,1
170,25373125,13/08/2013,155.88,16104,Venta,16104,FID.LAVAGGI SPAGHETTI 500GR 20BOL,01/08/2013,1,0,9
171,25373125,13/08/2013,83.5,3300050,Venta,3300050,MAYONESA ALACENA 115CC 24BOL,01/08/2013,1,0,3
172,25373125,13/08/2013,75.58,3101005,Venta,3101005,NU. ACEITE VEGETAL PRIMOR 1LT 12BOT,01/08/2013,1,1,3
173,25373125,13/08/2013,0,8600020,Venta,8600020,JAB.BOLIVAR.PER.BLA.FLORAL 250G.48BRR,01/08/2013,1,1,10
174,25373125,13/08/2013,70.04,1810,Venta,1810,ACEITE COCINERO 1LT 12BOT,01/08/2013,2,1,10
175,25373125,13/08/2013,0,3300050,Venta,3300050,MAYONESA ALACENA 115CC 24BOL,01/08/2013,2,0,3
176,25373125,13/08/2013,6.1,8400037,Venta,8400037,DET.BOLIVAR PAR.JAB FLORAL 900G.15BOL,01/08/2013,2,1,1
177,25373125,13/08/2013,-0.22,,Descuento,8400037,,01/08/2013,2,1,6
178,25373125,13/08/2013,94.95,17454,Venta,17454,HARINA BLANCA NIEVE ESP. PP. 50K,01/08/2013,2,0,8
179,25373125,13/08/2013,-0.95,,Descuento,17454,,01/08/2013,2,1,1
180,25489244,20/08/2013,41.8,14143,Venta,14143,N.FID.DON VITTORIO LING.GR.500GR 20BOL,01/08/2013,2,0,5
181,25489244,20/08/2013,124.7,16104,Venta,16104,FID.LAVAGGI SPAGHETTI 500GR 20BOL,01/08/2013,1,1,9
182,25489244,20/08/2013,116.17,13801,Venta,13801,N.FID.ESPIGA DE ORO SPAGHE.500G20BOL,01/08/2013,2,1,6
183,25489244,20/08/2013,23.25,13809,Venta,13809,N.FID.ESPIGA DE ORO CANUTO CH.250G20BOL,01/08/2013,1,1,9
184,25489244,20/08/2013,23.25,13817,Venta,13817,N.FID.ESPIGA DE ORO COD.RAY.250G20BOL,01/08/2013,2,0,2
185,25489244,20/08/2013,23.25,13821,Venta,13821,FID.ESPIGA DE ORO SAYON TORNIL 250G20BOL,01/08/2013,2,1,9
186,25489244,20/08/2013,58.33,18110,Venta,18110,HARINA BLANCA FLOR PREP.1K 12BOL,01/08/2013,1,1,8
187,25489244,20/08/2013,10.44,18231,Venta,18231,HARINA FAVORITA SIN PREP.COC.180G.18BOL,01/08/2013,1,1,9
188,25489244,20/08/2013,19.23,18956,Venta,18956,VAINILLA NEGRITA  90ML.12BOT.12DSP,01/08/2013,1,0,9
189,25489244,20/08/2013,5.88,18951,Venta,18951,VAINILLA NEGRITA  30ML.12BOT.24DSP,01/08/2013,2,0,4
190,25489244,20/08/2013,36.11,18972,Venta,18972,VAINILLA NEGRITA 1L. 1BOT,01/08/2013,1,0,8
191,25489244,20/08/2013,-0.36,,Descuento,18972,,01/08/2013,2,0,10
192,25489244,20/08/2013,43.46,6901104,Venta,6901104,NU.EXPERTA PRE MEZCLA BIZCOCHUELO 10KG,01/08/2013,1,0,10
193,25489244,20/08/2013,-0.43,,Descuento,6901104,,01/08/2013,1,0,7
194,25489244,20/08/2013,15.78,6102,Venta,6102,MANTECA TROPICAL 12BLS 4DSP,01/08/2013,1,0,9
195,25489244,20/08/2013,114.17,6804000,Venta,6804000,HARINA NICOLINI PREMIUM PP.50K,01/08/2013,1,1,6
196,25489244,20/08/2013,-1.14,,Descuento,6804000,,01/08/2013,2,0,10
197,25489244,20/08/2013,83.59,4302040,Venta,4302040,NU.FID.DON VITTORIO SPAG.500GR 20BOL,01/08/2013,2,0,3
198,25489244,20/08/2013,118,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/08/2013,1,0,3
199,25489244,20/08/2013,-4.72,,Descuento,98231,,01/08/2013,1,1,3
200,25489244,20/08/2013,23.6,98299,Venta,98299,N. GALL.VAINILLA DIA 250G. 12PQT,01/08/2013,1,0,2
201,25489244,20/08/2013,0,4508004,Venta,4508004,NU.GALL.VICTORIA CASINO CHOCO.6PQT 8PCK,01/08/2013,2,1,5
202,25489244,20/08/2013,9.2,8400038,Venta,8400038,BOLIVAR PAR.JAB FLORAL 1.5KG 10BOL,01/08/2013,1,1,1
203,25489244,20/08/2013,7.01,5201224,Venta,5201224,REF.KANU NARANJA 15G.12UND.8DSP LAZ,01/08/2013,1,0,1
204,25489244,20/08/2013,7.01,5205001,Venta,5205001,REF.NEGRITA LIMONADA.15GR.12UND 8DSP,01/08/2013,2,0,10
205,25489244,20/08/2013,18.81,1808,Venta,1808,ACEITE COCINERO 500CC 24BOT,01/08/2013,2,0,9
206,25489244,20/08/2013,20.98,3101006,Venta,3101006,NU. ACEITE VEGETAL PRIMOR 500ML 24BOT,01/08/2013,2,1,8
207,25489244,20/08/2013,81.48,3500018,Venta,3500018,MARGA.ESPARC.SELLO DE ORO 2KG 5PQT,01/08/2013,1,0,6
208,25489244,20/08/2013,0,3500013,Venta,3500013,MARGA.ESPARC.SELLO DE ORO 90GR 20BRR,01/08/2013,1,0,8
209,25489244,20/08/2013,17.97,3500013,Venta,3500013,MARGA.ESPARC.SELLO DE ORO 90GR 20BRR,01/08/2013,2,1,2
210,25489244,20/08/2013,78.15,3039,Venta,3039,MAYONESA ALACENA 1000CC 6BOL,01/08/2013,2,0,9
211,25489244,20/08/2013,79.33,3031,Venta,3031,MAYONESA ALACENA 500CC 12BOL,01/08/2013,2,1,7
212,25489244,20/08/2013,125.25,3300050,Venta,3300050,MAYONESA ALACENA 115CC 24BOL,01/08/2013,2,1,7
213,25489244,20/08/2013,9.94,3517,Venta,3517,KETCHUP ALACENA 100GR 12BOL,01/08/2013,1,0,5
214,25489244,20/08/2013,15.97,3415,Venta,3415,N.SAL.ROCOTO ALACENA 100CC12BOL,01/08/2013,1,1,1
215,25604136,27/08/2013,118,98231,Venta,98231,N. GALL.SODA DIA 250G. 12PQT,01/08/2013,2,0,10
216,25604136,27/08/2013,0,4508004,Venta,4508004,NU.GALL.VICTORIA CASINO CHOCO.6PQT 8PCK,01/08/2013,2,1,4
217,25604136,27/08/2013,-4.72,,Descuento,4508004,,01/08/2013,2,1,1
218,25604136,27/08/2013,9.2,8400038,Venta,8400038,BOLIVAR PAR.JAB FLORAL 1.5KG 10BOL,01/08/2013,2,0,8
219,25604136,27/08/2013,75.58,3101005,Venta,3101005,NU. ACEITE VEGETAL PRIMOR 1LT 12BOT,01/08/2013,2,1,2
